Work item ID,Work type,Summary,Description,Parent,Priority,Labels
41,Story,5.1 Biên soạn guided story gồm 1–6 narrative scenes,"Là một quản lý tri thức,
Tôi muốn biên soạn một guided story có thứ tự từ các narrative scene có evidence,
Để khách truy cập có thể theo dõi trải nghiệm có chủ đích thay vì xem một model 3D không có cấu trúc.

**Tiêu chí chấp nhận:**

**Cho trước** Admin tạo một guided story cho Content Landing/site
**Khi** lưu story draft
**Thì** story có title, description, owning entity/site, language và draft corpus context phù hợp
**Và** story mặc định không xuất hiện với public users
**Và** Admin không phải nhập entity/site UUID thủ công.

**Cho trước** Admin thêm narrative scenes
**Khi** cấu hình story
**Thì** story chấp nhận từ 1 đến 6 narrative scenes trong MVP
**Và** mỗi scene có sequence number, title, body/summary và primary evidence
**Và** supporting evidence có thể được chọn qua Evidence Picker.

**Cho trước** database đã có physical `scene` biểu diễn khu vực/model 3D
**Khi** lưu narrative scene
**Thì** narrative scene/chapter có identity riêng, không bị đồng nhất với physical 3D scene
**Và** có thể tham chiếu optional physical scene/camera/media configuration
**Và** story vẫn hợp lệ với image/panorama fallback khi chưa có model 3D.

**Cho trước** Admin sắp xếp lại narrative scenes
**Khi** lưu thứ tự mới
**Thì** sequence 1..N liên tục, không trùng và không vượt giới hạn 6
**Và** reorder được ghi atomically
**Và** preview phản ánh đúng thứ tự Previous/Next.

**Cho trước** narrative scene thiếu title/body/evidence hoặc tham chiếu record khác corpus context
**Khi** Admin lưu hoặc submit validation
**Thì** lỗi được gắn đúng scene/field
**Và** không publish partial story
**Và** story hiện hành của public users không bị thay đổi.

**Cho trước** story đã thuộc published release
**Khi** Admin muốn sửa scene hoặc thứ tự
**Thì** phải tạo draft revision mới
**Và** published story cũ vẫn bất biến cho citation/audit
**Và** review/publish tiếp tục dùng workflow của Epic 2.",40,Medium,"heritagegraph,epic-5,role-be"
42,Story,"5.2 Quản lý ảnh, panorama và model 3D có provenance","Là một quản lý tri thức,
Tôi muốn upload và quản trị các media asset dùng trong scene,
Để mọi hình ảnh, panorama hoặc model 3D public đều có attribution, có thể phân phối và an toàn để publish.

**Tiêu chí chấp nhận:**

**Cho trước** Admin thêm media asset
**Khi** nhập metadata
**Thì** chọn asset kind, owning scene/site, license, contributor, origin URL và acquisition/upload date
**Và** required provenance thiếu làm asset không đủ điều kiện publish
**Và** UI không yêu cầu nhập storage key hoặc foreign key thủ công.

**Cho trước** Admin upload ảnh, panorama hoặc 3D model
**Khi** upload hoàn tất
**Thì** object được lưu tại S3 canonical path với checksum, content type và file size metadata
**Và** database record chỉ thành công khi object/reference được reconcile
**Và** failure không để lại row trỏ tới object không tồn tại hoặc orphan không được theo dõi.

**Cho trước** asset là 3D model
**Khi** validation chạy
**Thì** format/compression/LOD metadata tuân theo contract hỗ trợ như GLB và Draco/Meshopt khi áp dụng
**Và** mỗi model production-ready không vượt asset budget 30 MB
**Và** invalid/corrupt model không được đánh dấu ready.

**Cho trước** một physical scene có nhiều mức chi tiết
**Khi** Admin quản lý LOD/proxy assets
**Thì** mỗi LOD identity là duy nhất trong scene
**Và** proxy/preview được phân biệt với full asset
**Và** public API có đủ metadata để chọn asset phù hợp mà không tải tất cả cùng lúc.

**Cho trước** asset đã thuộc published story
**Khi** file cần thay thế
**Thì** tạo immutable asset revision/object mới thay vì overwrite âm thầm
**Và** story/release cũ vẫn tham chiếu đúng checksum cũ
**Và** thao tác upload/replace/retire được audit.

**Cho trước** browser yêu cầu media
**Khi** API trả object URL hoặc signed URL
**Thì** quyền đọc phù hợp asset policy và thời hạn truy cập
**Và** S3 vẫn là canonical store, không critical-path dual-write sang R2/Azure
**Và** storage credentials không lộ cho client.",40,Medium,"heritagegraph,epic-5,role-be"
43,Story,"5.3 Cấu hình góc camera, vị trí 3D và hotspots cho từng scene","Là một quản lý tri thức,
Tôi muốn mỗi narrative scene mở tại góc nhìn trực quan dự kiến với các hotspot có ý nghĩa,
Để khách truy cập thấy phần di tích hỗ trợ cho câu chuyện đang được kể.

**Tiêu chí chấp nhận:**

**Cho trước** narrative scene tham chiếu physical 3D scene
**Khi** Admin cấu hình viewpoint
**Thì** lưu camera position/orientation, target và scene transform theo contract
**Và** reference trỏ tới model/physical scene hợp lệ
**Và** invalid hoặc non-finite coordinates bị từ chối.

**Cho trước** scene cần chuyển động camera
**Khi** Admin cấu hình camera path/keyframes
**Thì** keyframes có thứ tự và tham chiếu scene/model hợp lệ
**Và** preview có thể replay path trước khi publish
**Và** reduced-motion fallback có thể bỏ chuyển động mà vẫn đưa người dùng tới viewpoint chính.

**Cho trước** Admin thêm hotspot
**Khi** chọn vị trí trên preview/model
**Thì** hotspot lưu local coordinates, label và linked published/draft entity phù hợp corpus context
**Và** hotspot ngoài bounds hoặc trỏ tới entity không hợp lệ bị cảnh báo/từ chối
**Và** Admin không nhập tọa độ/entity UUID thủ công khi UI có thể chọn trực tiếp.

**Cho trước** narrative scene không có hoặc không tải được 3D
**Khi** cấu hình fallback
**Thì** có thể chọn image/panorama và focal information tương ứng
**Và** nội dung/evidence của scene không phụ thuộc vào camera path để đọc được
**Và** fallback được preview trước publish.

**Cho trước** Admin thay đổi viewpoint, path hoặc hotspots
**Khi** lưu scene draft
**Thì** configuration được validation và ghi atomically
**Và** thay đổi được audit
**Và** published scene không bị sửa trực tiếp ngoài revision workflow.",40,Medium,"heritagegraph,epic-5,role-fe"
44,Story,"5.4 Kiểm tra narration, tạo audio và transcript","Là một quản lý tri thức,
Tôi muốn narration được kiểm tra evidence trước khi tạo audio,
Để khách truy cập không bao giờ nghe factual claim thiếu căn cứ và luôn có thể đọc transcript tương đương.

**Tiêu chí chấp nhận:**

**Cho trước** Admin soạn narration script cho story/scene
**Khi** submit script để kiểm tra
**Thì** mỗi factual statement phải liên kết tới passage evidence hoặc được đánh dấu rõ là editorial transition
**Và** unsupported statement tạo blocking issue
**Và** AI suggestion không tự động được chấp nhận hoặc publish.

**Cho trước** narration script còn blocking issue hoặc chưa được human review
**Khi** yêu cầu tạo audio
**Thì** synthesis bị chặn
**Và** không tạo public audio từ script chưa duyệt
**Và** reason hiển thị đúng statement/evidence cần sửa.

**Cho trước** script đã evidence-check và approve
**Khi** offline TTS/audio production chạy
**Thì** audio được tạo trước khi publish, không synthesize trong request của end user
**Và** Vietnamese audio là mandatory cho pilot; ngôn ngữ bổ sung là optional sau mandatory gates
**Và** audio asset lưu provenance, voice/language/version và S3 checksum phù hợp.

**Cho trước** audio đã tạo
**Khi** transcript segments được lưu
**Thì** text, sequence, start/end time hợp lệ và nằm trong audio duration
**Và** transcript đầy đủ có thể đọc mà không cần phát audio
**Và** transcript/citation references thuộc cùng story/release.

**Cho trước** narration hoặc audio cần sửa sau publish
**Khi** Admin tạo bản mới
**Thì** script, audio và transcript được version cùng nhau
**Và** published experience cũ vẫn tham chiếu bộ cũ
**Và** regeneration phải qua lại evidence/review gates.",40,Medium,"heritagegraph,epic-5,role-ai"
45,Story,5.5 Trải nghiệm guided story bằng Scene Player,"Là một khách truy cập,
Tôi muốn đi qua guided story theo từng scene,
Để tôi có thể hiểu một địa điểm di sản qua trình tự trực quan và tự sự có chủ đích.

**Tiêu chí chấp nhận:**

**Cho trước** người dùng chọn `Bắt đầu trải nghiệm` từ Content Landing
**Khi** Scene Player mở
**Thì** pin đúng published story/release và mở Scene 1
**Và** hiển thị progress `Scene X of N`, title và scene content phù hợp
**Và** không tải draft hoặc story revision khác.

**Cho trước** story có nhiều scenes
**Khi** người dùng chọn Previous hoặc Next
**Thì** chuyển đúng scene theo sequence đã publish
**Và** first/last scene có control state rõ ràng
**Và** navigation không làm mất story/release context.

**Cho trước** người dùng chọn Replay
**Khi** scene có camera motion hoặc narration
**Thì** scene trở về trạng thái bắt đầu và phát lại phần được phép
**Và** replay không tải duplicate asset không cần thiết
**Và** reduced-motion preference được tôn trọng.

**Cho trước** scene có 3D, panorama hoặc image fallback
**Khi** visual canvas render
**Thì** dùng 3D khi asset/configuration sẵn sàng, nếu không dùng fallback đã publish
**Và** scene text, transcript và source/resources vẫn truy cập được
**Và** visual type hiện tại được thể hiện rõ, không giả fallback image là 3D.

**Cho trước** scene có hotspots
**Khi** người dùng chọn hotspot
**Thì** hiển thị label/thông tin liên quan và action phù hợp
**Và** keyboard/focus alternative tồn tại
**Và** hotspot không điều hướng tới draft/withdrawn content.

**Cho trước** Chat panel từ Epic 4 được mở bên cạnh player
**Khi** người dùng gửi câu hỏi
**Thì** UI hiển thị entity/scene context đang dùng
**Và** dùng lại cùng Chat component và grounded backend, không tạo chatbot thứ hai
**Và** Chat lỗi không dừng Scene Player và scene change không âm thầm đổi context chưa hiển thị.",40,Medium,"heritagegraph,epic-5,role-fe"
46,Story,5.6 Tải media hiệu quả và suy giảm an toàn khi có lỗi,"Là một khách truy cập,
Tôi muốn trải nghiệm scene vẫn sử dụng được trên thiết bị phổ thông và kết nối không ổn định,
Để lỗi media không bao giờ làm mất câu chuyện, transcript hoặc khả năng tiếp tục.

**Tiêu chí chấp nhận:**

**Cho trước** người dùng chưa bắt đầu experience hoặc chưa tới scene
**Khi** Content Landing/Scene Player tải
**Thì** full 3D/audio assets không tải trước ngoài preload budget đã định
**Và** next-scene prefetch có giới hạn, có thể hủy và không tải toàn bộ story cùng lúc
**Và** image/proxy/LOD phù hợp được ưu tiên trước full asset.

**Cho trước** representative production 3D asset trên điều kiện 4G đã ghi nhận
**Khi** người dùng mở scene
**Thì** model mục tiêu tải và render trong ≤3 giây hoặc chuyển sang fallback rõ ràng
**Và** mỗi model không vượt 30 MB
**Và** performance result được đo trên device/network profile đã công bố.

**Cho trước** audio đã sẵn sàng và người dùng chọn phát
**Khi** playback bắt đầu
**Thì** audio mục tiêu bắt đầu trong ≤1 giây theo điều kiện đo đã ghi nhận
**Và** controls có play/pause/progress/mute phù hợp
**Và** transcript luôn mở được độc lập với audio.

**Cho trước** model, image, audio hoặc media request trả 404/timeout/error
**Khi** Scene Player xử lý failure
**Thì** chỉ phần asset tương ứng chuyển sang unavailable/fallback state
**Và** text, transcript, citations, Chat và Previous/Next vẫn hoạt động
**Và** không retry vô hạn hoặc tạo trang trắng.

**Cho trước** người dùng dùng keyboard, screen reader hoặc reduced motion
**Khi** tương tác Scene Player
**Thì** controls có semantic name, focus order và trạng thái được thông báo
**Và** camera animation/auto motion có thể giảm hoặc bỏ
**Và** thông tin chỉ có trong hình/audio có text alternative phù hợp.

**Cho trước** media tải, fallback hoặc lỗi
**Khi** telemetry được ghi
**Thì** signal chứa story/scene/asset version, duration, outcome và correlation ID phù hợp
**Và** không chứa signed URL secret hoặc dữ liệu nhạy cảm
**Và** dashboard phân biệt content success với media degradation.",40,High,"heritagegraph,epic-5,role-fe"
47,Epic,Epic 6: Khám phá cá nhân hóa có thể giải thích,"Người dùng mới nhận cold-start recommendation mà không cần đăng nhập. Khi tự nguyện bật cá nhân hóa, frontend suy ra hồ sơ sở thích ẩn danh từ tương tác và lưu trên thiết bị. Backend chỉ dùng payload hợp lệ để tính recommendation có reason path và không lưu hồ sơ Public User.",,Medium,"heritagegraph,epic-6"
48,Story,6.1 Quản lý consent và hồ sơ ẩn danh trên thiết bị,"Là một người dùng public,
Tôi muốn kiểm soát việc HeritageGraph có thể dùng tương tác trên thiết bị của tôi để cá nhân hóa hay không,
Để recommendation không bao giờ yêu cầu tracking ẩn hoặc tài khoản.

**Tiêu chí chấp nhận:**

**Cho trước** người dùng chưa đưa ra consent
**Khi** sử dụng Home, Explore, Map, Content, Chat hoặc Scene Player
**Thì** frontend không tạo/cập nhật interest profile hoặc interaction history cho personalization
**Và** không gửi anonymous profile tới Recommendation API
**Và** recommendation vẫn có thể dùng cold-start mode.

**Cho trước** UI đề nghị bật cá nhân hóa
**Khi** người dùng xem prompt/settings
**Thì** giải thích loại tín hiệu được dùng, dữ liệu nằm trên thiết bị và không đồng bộ tài khoản
**Và** lựa chọn bật/từ chối có mức nổi bật công bằng
**Và** từ chối không chặn nội dung công cộng.

**Cho trước** người dùng đồng ý
**Khi** consent được lưu
**Thì** local consent/profile record có schema version, timestamp và trạng thái rõ ràng
**Và** không chứa tên, email, account ID, raw IP hoặc device fingerprint
**Và** chỉ các interaction sau consent được ghi trừ khi policy được người dùng chấp thuận rõ khác đi.

**Cho trước** local profile schema cũ hoặc dữ liệu localStorage bị sửa/hỏng
**Khi** frontend đọc profile
**Thì** validate/migrate theo versioned contract hoặc quay về profile rỗng an toàn
**Và** không crash trang
**Và** không gửi payload chưa validation tới backend.

**Cho trước** profile/history đạt giới hạn dung lượng hoặc tuổi dữ liệu
**Khi** ghi tương tác mới
**Thì** áp dụng retention/compaction policy xác định
**Và** không tăng localStorage không giới hạn
**Và** consent state không bị xóa nhầm khi compact profile.",47,High,"heritagegraph,epic-6,role-fe"
49,Story,6.2 Gợi ý cold start cho người dùng mới,"Là một người dùng mới hoặc không consent,
Tôi muốn nhận recommendation hữu ích mà không cần hồ sơ cá nhân,
Để tôi có thể khám phá nội dung di sản ngay lập tức và riêng tư.

**Tiêu chí chấp nhận:**

**Cho trước** request không có consented local profile
**Khi** Recommendation Service nhận context hợp lệ
**Thì** dùng cold-start strategy dựa trên published featured/popular metadata, current region/category/content context phù hợp
**Và** không yêu cầu account hoặc synthetic personal profile
**Và** chỉ trả candidates thuộc pinned published release.

**Cho trước** cold-start candidates được xếp hạng
**Khi** tạo result list
**Thì** áp dụng diversity policy để tránh mọi kết quả quá giống nhau khi candidate pool cho phép
**Và** mỗi result có lý do không cá nhân hóa như nổi bật, cùng khu vực hoặc liên quan nội dung đang xem
**Và** không tuyên bố “dựa trên sở thích của bạn”.

**Cho trước** không có đủ candidates trong context hẹp
**Khi** service mở rộng kết quả
**Thì** dùng fallback đã định trong published corpus như bỏ bớt filter hoặc dùng featured content
**Và** lý do phù hợp với fallback thực tế
**Và** không tạo entity/reason không tồn tại.

**Cho trước** người dùng không consent
**Khi** xem/click/dismiss cold-start recommendations
**Thì** action phục vụ điều hướng hiện tại nhưng không được lưu vào personalization profile/history
**Và** backend không persist hành vi Public User.",47,Medium,"heritagegraph,epic-6,role-be"
50,Story,6.3 Cập nhật sở thích từ tương tác có consent,"Là một người dùng đã consent,
Tôi muốn recommendation thích ứng với các tương tác của mình,
Để các gợi ý sau này phù hợp hơn mà không tạo danh tính phía server.

**Tiêu chí chấp nhận:**

**Cho trước** personalization consent đang bật
**Khi** người dùng view, click, dwell, save hoặc dismiss published content
**Thì** frontend tạo interaction record tối thiểu theo versioned schema
**Và** signal type, target entity/category/region và timestamp hợp lệ được ghi local
**Và** không ghi raw content, free-text chat hoặc sensitive fields không cần thiết.

**Cho trước** một interaction hợp lệ
**Khi** local profile được cập nhật
**Thì** dùng deterministic weights/config cho từng signal
**Và** save/positive engagement và dismiss có tác động khác nhau theo policy
**Và** cùng sequence interactions/config tạo cùng profile result.

**Cho trước** profile có signals theo thời gian
**Khi** tính sở thích hiện tại
**Thì** áp dụng time decay/retention xác định để tín hiệu cũ giảm ảnh hưởng
**Và** repeated events được deduplicate/cap để một hành động không tăng trọng số vô hạn
**Và** profile giữ trong size limit.

**Cho trước** consent bị tắt trong khi UI đang mở
**Khi** interaction tiếp theo xảy ra
**Thì** frontend dừng cập nhật profile/history và dừng gửi profile
**Và** action công cộng vẫn hoạt động
**Và** trạng thái không dựa vào reload trang mới có hiệu lực.",47,Medium,"heritagegraph,epic-6,role-fe"
51,Story,6.4 Tạo và xếp hạng recommendations cá nhân hóa,"Là một người dùng đã consent,
Tôi muốn recommendation kết hợp sở thích của mình với các mối quan hệ văn hóa,
Để tôi có thể khám phá nội dung phù hợp ngoài các danh sách phổ biến đơn giản.

**Tiêu chí chấp nhận:**

**Cho trước** Recommendation API nhận anonymous profile
**Khi** validate request
**Thì** kiểm schema version, allowed fields, value ranges và payload size
**Và** từ chối/bỏ profile không hợp lệ theo contract rồi quay về cold start an toàn
**Và** không chấp nhận user identity, raw interaction content hoặc executable fields.

**Cho trước** profile và current context hợp lệ
**Khi** Candidate Generator chạy
**Thì** lấy candidates từ versioned graph projection, vector similarity và published metadata
**Và** mọi candidate thuộc cùng pinned release
**Và** candidate sources hội tụ vào một normalized candidate contract.

**Cho trước** candidate pool đã tạo
**Khi** Rank & Diversify tính điểm
**Thì** score kết hợp relevance/context, graph affinity, profile affinity và diversity components theo cấu hình versioned
**Và** dismissed content bị loại/giảm theo policy, content đã xem không lấn át danh sách
**Và** tie-breaking xác định để cùng input/config cho kết quả tái lập.

**Cho trước** backend hoàn tất request
**Khi** trả recommendations
**Thì** không persist anonymous profile hoặc interaction history
**Và** không ghi toàn bộ profile vào logs/traces
**Và** Qwen không được gọi chỉ để xếp hạng recommendation.

**Cho trước** graph, vector hoặc metadata source lỗi
**Khi** candidate generation suy giảm
**Thì** dùng nguồn còn hợp lệ hoặc cold-start fallback theo policy
**Và** không trộn corpus versions
**Và** response/telemetry thể hiện degraded strategy.",47,Medium,"heritagegraph,epic-6,role-ai"
52,Story,6.5 Giải thích và đa dạng hóa recommendations,"Là một người dùng,
Tôi muốn biết vì sao một mục được gợi ý và nhận tập kết quả đa dạng,
Để các gợi ý dễ hiểu thay vì lặp lại hoặc không minh bạch.

**Tiêu chí chấp nhận:**

**Cho trước** recommendation result được chọn
**Khi** tạo explanation
**Thì** response có entity/content, score và reason path hoặc reason code có thể kiểm chứng
**Và** graph reason path chỉ dùng node/edge thuộc pinned release
**Và** không tạo lý do từ relation không tồn tại.

**Cho trước** reason dựa trên local profile
**Khi** hiển thị cho người dùng
**Thì** diễn đạt ở mức chủ đề/context phù hợp như “vì bạn quan tâm kiến trúc cung đình”
**Và** không tiết lộ hoặc suy diễn sensitive trait
**Và** không tuyên bố biết danh tính người dùng.

**Cho trước** candidate pool đủ rộng
**Khi** Rank & Diversify chọn top results
**Thì** tránh quá nhiều items cùng entity/category/path gần như trùng nhau
**Và** cho phép cross-category discovery theo policy
**Và** không hy sinh mọi relevance chỉ để đạt diversity hình thức.

**Cho trước** candidate pool không đủ để đạt diversity target
**Khi** tạo response
**Thì** trả tập hợp nhỏ hơn hoặc ít đa dạng hơn một cách trung thực
**Và** không bịa candidate/path để đủ số lượng
**Và** telemetry ghi candidate shortage.

**Cho trước** cùng profile, context, release và ranking config
**Khi** request được chạy lại trong điều kiện deterministic
**Thì** score order và reason paths tái lập được
**Và** report có ranking/config version để điều tra thay đổi.",47,Medium,"heritagegraph,epic-6,role-ai"
53,Story,6.6 Hiển thị và tương tác với recommendations,"Là một người dùng,
Tôi muốn recommendation được tích hợp vào hành trình khám phá,
Để tôi có thể tiếp tục tới nội dung phù hợp và tác động tới gợi ý tương lai khi muốn.

**Tiêu chí chấp nhận:**

**Cho trước** Home, Explore hoặc Content Landing có recommendation placement
**Khi** results tải thành công
**Thì** card dùng cùng public card/content navigation contract
**Và** hiển thị reason ngắn hoặc control mở explanation
**Và** personalized/cold-start mode được diễn đạt phù hợp, không gây hiểu nhầm.

**Cho trước** người dùng chọn recommendation
**Khi** mở content
**Thì** điều hướng tới published Content Landing/experience đúng release context
**Và** click/view signal chỉ cập nhật local profile khi consent đang bật
**Và** back navigation giữ được vị trí danh sách.

**Cho trước** người dùng chọn Save hoặc Không quan tâm
**Khi** action được thực hiện
**Thì** UI cập nhật rõ trạng thái action
**Và** local profile/history được cập nhật deterministic khi consent bật
**Và** khi không consent, UI giải thích cần bật cá nhân hóa hoặc chỉ thực hiện hành vi không lưu theo product decision.

**Cho trước** Recommendation Service chậm hoặc lỗi
**Khi** page render
**Thì** nội dung chính Home/Explore/Content vẫn hoạt động
**Và** recommendation section hiển thị loading/unavailable hoặc cold-start fallback phù hợp
**Và** không tạo trang trắng hoặc giữ skeleton vô hạn.

**Cho trước** người dùng dùng keyboard/screen reader
**Khi** tương tác cards, reasons, Save hoặc Dismiss
**Thì** controls có accessible name/state và focus order hợp lý
**Và** dynamic updates được thông báo mà không chiếm focus ngoài ý muốn.",47,Medium,"heritagegraph,epic-6,role-fe"
54,Story,"6.7 Xem, xuất, reset hoặc tắt cá nhân hóa","Là một người dùng public,
Tôi muốn kiểm tra và kiểm soát dữ liệu cá nhân hóa lưu trên thiết bị,
Để tôi có thể hiểu, xuất hoặc xóa dữ liệu mà không cần tài khoản.

**Tiêu chí chấp nhận:**

**Cho trước** người dùng mở Preferences
**Khi** personalization state được đọc
**Thì** hiển thị consent đang bật/tắt, profile schema/version, inferred topics/context và interaction history summary có thể hiểu
**Và** không trình bày server có tài khoản/profile khi thực tế không có
**Và** corrupted local data hiển thị recovery/reset option an toàn.

**Cho trước** người dùng chọn Export
**Khi** export được tạo
**Thì** file machine-readable JSON chứa consent/profile/history hiện lưu cùng schema version và export timestamp
**Và** không thêm device fingerprint, raw IP hoặc dữ liệu không tồn tại trong local store
**Và** export không gửi dữ liệu lên backend chỉ để tạo file.

**Cho trước** người dùng chọn Reset và xác nhận
**Khi** reset hoàn tất
**Thì** local interest profile và interaction history bị xóa
**Và** recommendation quay về cold-start behavior
**Và** UI phản ánh trạng thái mới ngay, không cần reload.

**Cho trước** người dùng tắt personalization
**Khi** setting được lưu
**Thì** frontend dừng đọc/cập nhật/gửi profile cho recommendation
**Và** hiển thị rõ dữ liệu local hiện có được giữ hay xóa theo lựa chọn/policy
**Và** cung cấp action Reset riêng nếu dữ liệu chưa bị xóa.

**Cho trước** người dùng dùng thiết bị/browser khác
**Khi** mở HeritageGraph
**Thì** không tự đồng bộ profile/history từ thiết bị cũ
**Và** không yêu cầu login để phục hồi
**Và** behavior bắt đầu từ consent/cold-start state của thiết bị mới.",47,Medium,"heritagegraph,epic-6,role-fe"
55,Story,"6.8 Đánh giá độ chính xác, đa dạng, riêng tư và tốc độ","Là một product owner,
Tôi muốn có bằng chứng tái lập rằng recommendation hữu ích, đa dạng, riêng tư và nhanh,
Để cá nhân hóa có thể được phát hành mà không có tracking ẩn hoặc tuyên bố chất lượng gây hiểu lầm.

**Tiêu chí chấp nhận:**

**Cho trước** versioned recommendation evaluation sample
**Khi** đánh giá cold-start và personalized scenarios
**Thì** đo precision@5 với reviewer-grounded relevance labels và đạt mục tiêu ≥70% hoặc report gate fail
**Và** sample/config/release/profile inputs được version hóa
**Và** expected relevance không được lấy trực tiếp từ score implementation.

**Cho trước** result lists từ representative contexts
**Khi** đánh giá diversity và duplication
**Thì** report category/path diversity, repeated/seen/dismissed rates và candidate coverage
**Và** quality được báo cùng precision để tránh tối ưu diversity làm mất relevance
**Và** candidate shortage được tách khỏi ranking defect.

**Cho trước** reason paths/explanations
**Khi** validation chạy
**Thì** mọi referenced entity/relation/path tồn tại trong pinned release và khớp reason text
**Và** fabricated hoặc cross-version reason làm test fail
**Và** sensitive-trait inference bị cấm/kiểm tra.

**Cho trước** Recommendation Service chạy trong môi trường mục tiêu
**Khi** đo request không gồm LLM generation
**Thì** p95 ≤2 giây hoặc report gate fail
**Và** latency được tách theo candidate sources và ranking
**Và** degraded/cold-start fallbacks được đo riêng.

**Cho trước** privacy/contract tests
**Khi** gửi profile hợp lệ, quá lớn, malformed hoặc chứa identity fields
**Thì** backend validate/reject/fallback đúng contract
**Và** không có server-side Public User profile/history persistence
**Và** logs/traces không lưu toàn bộ profile hoặc forbidden identifiers.

**Cho trước** cùng release, profile, context và ranking config
**Khi** chạy deterministic replay
**Thì** candidate scores/order/reasons tái lập được trong tolerance đã định
**Và** report ghi graph/vector/metadata và ranking config versions
**Và** regression vượt threshold chặn release/promotion.",47,High,"heritagegraph,epic-6,role-ai"
56,Story,0.8 Thiết lập Figma foundations và component library,"Là một nhà thiết kế sản phẩm,
Tôi muốn có Figma foundations và component library dùng chung,
Để các màn hình sản phẩm có thể được thiết kế và triển khai bằng một hệ thống trực quan nhất quán, dễ tiếp cận.

**Tiêu chí chấp nhận:**

**Cho trước** UX requirements và heritage visual direction hiện hành
**Khi** designer thiết lập Figma foundations
**Thì** color, typography, spacing, grid, radius, elevation, icon và motion tokens được định nghĩa bằng semantic names
**Và** light/default states và contrast đáp ứng WCAG 2.1 AA
**Và** token naming có mapping rõ sang frontend theme.

**Cho trước** các interaction pattern dùng chung của Public Portal và Admin Studio
**Khi** designer tạo Figma component library
**Thì** button, input, select, date field, upload, table, pagination, tabs, modal, drawer, toast, status badge, navigation và data-display components có variants/states cần thiết
**Và** component có auto layout, responsive constraints và interactive states
**Và** public storytelling components được tách khỏi admin dashboard/form/table components.

**Cho trước** component library sẵn sàng handoff
**Khi** DES review cùng FE
**Thì** Figma library, token definitions, component anatomy, variants và usage guidance được đặt tên/version rõ ràng
**Và** component states gồm default, hover, focus, active, disabled, loading, success và error khi áp dụng
**Và** FE xác nhận component feasibility trước khi story chuyển done.",1,Highest,"heritagegraph,epic-0,figma,design-system,role-des"
57,Story,0.9 Thiết kế Figma Admin Console,"Là một nhà thiết kế sản phẩm,
Tôi muốn có một Admin Console hoàn chỉnh, bao gồm Dashboard và các màn hình Admin Knowledge Studio, được xây dựng từ Figma component library đã phê duyệt,
Để frontend có thể triển khai theo các workflow, trạng thái UI và hành vi responsive đã được review mà không phải suy đoán yêu cầu.

**Tiêu chí chấp nhận:**

**Cho trước** Figma foundations và component library từ Story 0.8
**Khi** designer bắt đầu thiết kế Admin Console
**Thì** Dashboard và các màn hình Admin chỉ dùng approved tokens/components hoặc ghi rõ component mới cần bổ sung
**Và** admin dashboard/form/table patterns được tách khỏi Public Portal storytelling patterns
**Và** mọi deviation khỏi component library được review trước handoff.

**Cho trước** scope Epic 1 và Epic 2
**Khi** designer hoàn thiện Admin Dashboard và các màn hình liên quan
**Thì** có designs cho Login và Admin Dashboard, Document wizard/list/detail, Passage workspace, Entity/Alias/Place editor, Claim/Timeline/Relation/Narrative editor, Validation Center, Review và Publish flow
**Và** mỗi flow có loading, empty, error, success, permission-denied và confirmation states phù hợp
**Và** evidence selection không yêu cầu người dùng nhập UUID hoặc foreign key thủ công.

**Cho trước** Admin cần làm việc ở nhiều kích thước màn hình
**Khi** responsive behavior được đặc tả
**Thì** desktop, tablet và minimum supported viewport có layout/hierarchy rõ ràng
**Và** keyboard flow, focus order, accessible name và screen-reader notes được ghi cho các interaction phức tạp
**Và** cards, tables, editors và workspaces có phương án overflow hoặc alternative layout có chủ đích.

**Cho trước** một end-to-end Admin workflow
**Khi** reviewer chạy Figma prototype
**Thì** prototype thể hiện navigation, create/edit, validation, submit, review và publish transitions với điểm bắt đầu/kết thúc rõ ràng
**Và** destructive, blocked, retry và recovery paths được thể hiện
**Và** prototype không giả định data, metric hoặc API behavior chưa được BE/DATA xác nhận.

**Cho trước** Admin Console design sẵn sàng handoff
**Khi** DES review cùng FE, BE và DATA
**Thì** Figma pages, prototype links, annotations và acceptance-state inventory được đặt tên/version rõ ràng
**Và** API/data assumptions và unresolved questions được ghi thay vì để FE tự suy đoán
**Và** FE xác nhận implementation feasibility trước khi story chuyển done.",1,High,"heritagegraph,epic-0,figma,admin-console,role-des"
