Work item ID,Work type,Summary,Description,Parent,Priority,Labels
44,Story,"5.4 Check narration, create audio and transcript","As a knowledge manager,
I want narration to be evidence-checked before audio is generated,
So that visitors never hear unsupported factual claims and can always read an equivalent transcript.

**Acceptance Criteria:**

**Given** Admin composes narration script for story/scene
**When** submit script for testing
**Then** each factual statement must link to passage evidence or be clearly marked as an editorial transition
**And** unsupported statement creates blocking issue
**And** AI suggestions are not automatically accepted or published.

**Given** the narration script still has a blocking issue or has not been human reviewed
**When** requests to create audio
**Then** synthesis is blocked
**And** do not create public audio from unapproved scripts
**And** reason displays the correct statement/evidence that needs to be corrected.

**Given** script evidence-checked and approved
**When** offline TTS/audio production runs
**Then** audio is created before publishing, not synthesized in the end user's request
**And** Vietnamese audio is mandatory for pilot; Additional languages are optional after mandatory gates
**And** audio asset stores provenance, voice/language/version and appropriate S3 checksum.

**Given** created audio
**When** transcript segments are saved
**Then** text, sequence, start/end time are valid and within the audio duration
**And** the full transcript can be read without playing audio
**And** transcript/citation references belong to the same story/release.

**Given** narration or audio needs editing after publishing
**When** Admin creates a new version
**Then** script, audio and transcript are versioned together
**And** the old published experience still references the old set
**And** regeneration must pass through the evidence and review gates again.",40,Medium,"heritagegraph,epic-5,role-ai"
45,Story,5.5 Experience guided stories using Scene Player,"As a visitor,
I want to move through a guided story scene by scene,
So that I can understand a heritage place through an intentional visual and narrative sequence.

**Acceptance Criteria:**

**Given** the user selects `Start Experience` from Content Landing
**When** Scene Player opens
**Then** pin the correct published story/release and open Scene 1
**And** displays progress `Scene X of N`, title and appropriate scene content
**And** does not load drafts or other story revisions.

**Given** story has many scenes
**When** the user selects Previous or Next
**Then** moves the correct scene according to the published sequence
**And** first/last scene has clear control state
**And** navigation does not lose story/release context.

**Given** the user selects Replay
**When** scene has camera motion or narration
**Then** the scene returns to the starting state and playback of the portion is allowed
**And** replays do not load unnecessary duplicate assets
**And** reduced-motion preference is respected.

**Given** scene has 3D, panorama or image fallback
**When** visual canvas renders
**Then** use 3D when asset/configuration is ready, otherwise use published fallback
**And** scene text, transcript and source/resources are still accessible
**And** the current visual type is clearly shown, not pretending the fallback image is 3D.

**Given** scene has hotspots
**When** the user selects hotspot
**Then** displays the relevant label/information and appropriate action
**And** keyboard/focus alternative exists
**And** hotspot does not navigate to draft/withdrawn content.

**Given** The chat panel from Epic 4 opens next to the player
**When** users submit questions
**Then** UI displays the entity/scene context in use
**And** reuse the same Chat component and grounded backend, do not create a second chatbot
**And** Chat error does not stop Scene Player and scene change does not silently change undisplayed context.",40,Medium,"heritagegraph,epic-5,role-fe"
46,Story,5.6 Efficient media loading and error-safe degradation,"As a visitor,
I want the scene experience to remain usable on ordinary devices and unreliable connections,
So that a media failure never removes the story, transcript or ability to continue.

**Acceptance Criteria:**

**Given** the user has not yet started the experience or has not yet reached the scene
**When** Content Landing/Scene Player loads
**Then** full 3D/audio assets do not preload outside the preload budget
**And** next-scene prefetch has a limit, can be canceled and does not load the entire story at once
**And** the appropriate image/proxy/LOD takes precedence over the full asset.

**Given** representative production 3D assets on recorded 4G conditions
**When** the user opens the scene
**Then** target model loads and renders in ≤3 seconds or goes to explicit fallback
**And** each model does not exceed 30 MB
**And** performance results are measured on published device/network profiles.

**Given** the audio is ready and the user chooses to play
**When** playback starts
**Then** target audio starts in ≤1 second according to recorded measurement conditions
**And** controls have appropriate play/pause/progress/mute
**And** transcripts always open independently of audio.

**Given** model, image, audio or media request returns 404/timeout/error
**When** Scene Player handles failure
**Then** only the corresponding asset moves to unavailable/fallback state
**And** text, transcript, citations, Chat and Previous/Next still work
**And** does not retry indefinitely or create blank pages.

**Given** users use keyboard, screen reader or reduced motion
**When** interactive Scene Player
**Then** controls have a semantic name, focus order, and reported status
**And** camera animation/auto motion can be reduced or removed
**And** information is only available in images/audio with appropriate alternative text.

**Given** media loading, fallback or error
**When** telemetry is recorded
**Then** signal contains story/scene/asset version, duration, outcome and appropriate correlation ID
**And** does not contain signed URL secrets or sensitive data
**And** dashboard differentiates content success from media degradation.",40,High,"heritagegraph,epic-5,role-fe"
47,Epic,Epic 6: Explainable Personalized Discovery,"New users receive cold-start recommendations without signing in. When users voluntarily enable personalization, the frontend infers an anonymous preference profile from their interactions and stores it on the device. The backend uses only valid payloads to calculate recommendations with reason paths and does not persist Public User profiles.",,Medium,"heritagegraph,epic-6"
48,Story,6.1 Manage consent and anonymous profiles on the device,"As a public user,
I want control over whether HeritageGraph may use my on-device interactions for personalization,
So that recommendations never require hidden tracking or an account.

**Acceptance Criteria:**

**Given** the user has not given consent
**When** use Home, Explore, Map, Content, Chat or Scene Player
**Then** the frontend does not create/update interest profile or interaction history for personalization
**And** do not send anonymous profiles to the Recommendation API
**And** recommendation can still use cold-start mode.

**Given** UI suggests turning on personalization
**When** the user sees the prompt/settings
**Then** explains the type of signal used, data residing on the device, and account sync
**And** the enable and decline options have equal prominence
**And** refuses to block public content.

**Given** the user agrees
**When** consent is saved
**Then** local consent/profile record has clear schema version, timestamp and status
**And** does not contain name, email, account ID, raw IP or device fingerprint
**And** only post-consent interactions are recorded unless the user-approved policy explicitly states otherwise.

**Given** old local profile schema or corrupted/corrected localStorage data
**When** frontend reads profile
**Then** validate/migrate according to the versioned contract or return to a safe empty profile
**And** does not crash the page
**And** do not send unvalidated payload to the backend.

**Given** profile/history has reached its capacity or data age limit
**When** records a new interaction
**Then** apply the specified retention/compaction policy
**And** does not increase localStorage indefinitely
**And** consent state is not mistakenly deleted when compacting profile.",47,High,"heritagegraph,epic-6,role-fe"
49,Story,6.2 Cold start suggestions for new users,"As a new or non-consenting user,
I want useful recommendations without a personal profile,
So that I can discover heritage content immediately and privately.

**Acceptance Criteria:**

**Given** request does not have a consented local profile
**When** Recommendation Service receives a valid context
**Then** use cold-start strategy based on published featured/popular metadata, current region/category/content context as appropriate
**And** does not require an account or synthetic personal profile
**And** only returns candidates with pinned published releases.

**Given** cold-start candidates are ranked
**When** creates result list
**Then** apply diversity policy to avoid any results being too similar as the candidate pool allows
**And** each result has a reason for not being personalized such as being featured, in the same area or related to the content being viewed
**And** makes no claims “based on your preferences”.

**Given** does not have enough candidates in the narrow context
**When** service expands the result
**Then** use fallbacks specified in the published corpus such as removing filters or using featured content
**And** the reason matches the actual fallback
**And** does not create a non-existing entity/reason.

**Given** the user does not consent
**When** view/click/dismiss cold-start recommendations
**Then** action serves current navigation but is not saved to personalization profile/history
**And** the backend does not persist Public User behavior.",47,Medium,"heritagegraph,epic-6,role-be"
50,Story,6.3 Update preferences from interactions with consent,"As a consenting user,
I want my recommendations to adapt to my interactions,
So that future suggestions become more relevant without creating a server-side identity.

**Acceptance Criteria:**

**Given** personalization consent is on
**When** users view, click, dwell, save or dismiss published content
**Then** the frontend creates minimal interaction records according to the versioned schema
**And** signal type, target entity/category/region and valid timestamp recorded locally
**And** do not record raw content, free-text chat or unnecessary sensitive fields.

**Given** a valid interaction
**When** local profile is updated
**Then** use deterministic weights/config for each signal
**And** save/positive engagement and dismiss have different effects according to policy
**And** the same interaction sequence and configuration produce the same profile result.

**Given** profile has signals over time
**When** calculates current preferences
**Then** applies the specified decay/retention period so that older signals have less influence
**And** repeated events are deduplicated/cap so that an action doesn't gain weight indefinitely
**And** profile kept within size limit.

**Given** consent is disabled while the UI is open
**When** the next interaction occurs
**Then** the frontend stops updating profile/history and stops sending profiles
**And** the public action still works
**And** the state does not require a page reload to take effect.",47,Medium,"heritagegraph,epic-6,role-fe"
51,Story,6.4 Generate and rank personalized recommendations,"As a consenting user,
I want recommendations that combine my interests with cultural relationships,
So that I can discover relevant content beyond simple popularity lists.

**Acceptance Criteria:**

**Given** Recommendation API receives anonymous profiles
**When** validate request
**Then** check schema version, allowed fields, value ranges and payload size
**And** reject/remove invalid profile according to contract and then return to cold start safely
**And** does not accept user identity, raw interaction content or executable fields.

**Given** valid profile and current context
**When** Candidate Generator runs
**Then** get candidates from versioned graph projection, vector similarity and published metadata
**And** all candidates belong to the same pinned release
**And** candidate sources converge into a normalized candidate contract.

**Given** candidate pool created
**When** Rank & Diversify calculates points
**Then** score combines relevance/context, graph affinity, profile affinity and diversity components according to versioned configuration
**And** dismissed content is eliminated/reduced according to policy, viewed content does not dominate the list
**And** tie-breaking specified to the same input/config for reproducible results.

**Given** the backend completes the request
**When** recommendations are returned
**Then** does not persist anonymous profile or interaction history
**And** do not write the entire profile to logs/traces
**And** Qwen is not called just for recommendation ranking.

**Given** graph, vector or metadata source error
**When** candidate generation declines
**Then** use a valid source or cold-start fallback according to policy
**And** do not mix corpus versions
**And** response/telemetry represents degraded strategy.",47,Medium,"heritagegraph,epic-6,role-ai"
52,Story,6.5 Explain and diversify recommendations,"As a user,
I want to know why an item was recommended and receive a varied set of results,
So that suggestions feel understood rather than repetitive or opaque.

**Acceptance Criteria:**

**Given** recommendation result is selected
**When** creates explanation
**Then** response has entity/content, score and verifiable reason path or reason code
**And** graph reason path only uses nodes/edges that belong to pinned releases
**And** does not create a reason from a relation that does not exist.

**Given** reason is based on local profile
**When** is visible to the user
**Then** expressed at an appropriate topic/context level such as ""because you are interested in royal architecture""
**And** do not disclose or infer sensitive traits
**And** does not claim to know the user's identity.

**Given** candidate pool is wide enough
**When** Rank & Diversify selects top results
**Then** avoid too many items with the same entity/category/path that are almost identical
**And** allows cross-category discovery according to policy
**And** does not sacrifice any relevance just to achieve formal diversity.

**Given** candidate pool is not enough to reach diversity target
**When** creates response
**Then** returns a smaller or less diverse set transparently
**And** do not fabricate candidates/paths to get enough numbers
**And** telemetry records candidate shortage.

**Given** with profile, context, release and ranking config
**When** request is rerun in deterministic condition
**Then** score order and reason paths are reproducible
**And** report has ranking/config version to investigate changes.",47,Medium,"heritagegraph,epic-6,role-ai"
53,Story,6.6 Display and interact with recommendations,"As a user,
I want recommendations integrated into my exploration journey,
So that I can continue to relevant content and influence future suggestions when I choose.

**Acceptance Criteria:**

**Given** Home, Explore or Content Landing have recommendation placement
**When** results load successfully
**Then** card used with public card/content navigation contract
**And** displays a short reason or control that opens an explanation
**And** personalized/cold-start mode is properly worded and not misleading.

**Given** the user chooses recommendation
**When** opens content
**Then** navigate to published Content Landing/experience in the correct release context
**And** click/view signal only updates local profile when consent is on
**And** back navigation maintains list position.

**Given** the user selects Save or Not interested
**When** action is performed
**Then** The UI explicitly updates the action state
**And** local profile/history is updated deterministically when consent is on
**And** when not consenting, the UI explains the need to turn on personalization or just perform unsaved actions according to product decision.

**Given** the Recommendation Service is slow or unavailable
**When** page renders
**Then** the main content Home/Explore/Content still works
**And** recommendation section shows loading/unavailable or cold-start fallback as appropriate
**And** does not create blank pages or keep skeletons indefinitely.

**Given** users use keyboard/screen readers
**When** interact with cards, reasons, Save or Dismiss
**Then** controls have accessible name/state and reasonable focus order
**And** dynamic updates are announced without taking unwanted focus.",47,Medium,"heritagegraph,epic-6,role-fe"
54,Story,"6.7 View, export, reset or turn off personalization","As a public user,
I want to inspect and control personalization data stored on my device,
So that I can understand, export or remove it without needing an account.

**Acceptance Criteria:**

**Given** the user opens Preferences
**When** personalization state is read
**Then** shows whether consent is on/off, profile schema/version, informed topics/context and interaction history summary can be understood
**And** does not represent that the server has an account/profile when it actually does not
**And** corrupted local data shows a safe recovery/reset option.

**Given** the user selects Export
**When** export is created
**Then** the machine-readable JSON file containing consent/profile/history is now saved with the schema version and export timestamp
**And** does not add device fingerprints, raw IPs or data that does not exist in the local store
**And** export does not send data to the backend just to create a file.

**Given** the user selects Reset and confirms
**When** reset is complete
**Then** local interest profile and interaction history are deleted
**And** recommendation returns to cold-start behavior
**And** The UI reflects the new state immediately, no need to reload.

**Given** the user turns off personalization
**When** settings are saved
**Then** frontend stops reading/updating/sending profile for recommendation
**And** clearly shows whether existing local data is kept or deleted according to selection/policy
**And** provides a separate Reset action if data has not been deleted.

**Given** the user uses another device/browser
**When** open HeritageGraph
**Then** does not automatically sync profile/history from the old device
**And** does not require login to recover
**And** behavior starts from the consent/cold-start state of the new device.",47,Medium,"heritagegraph,epic-6,role-fe"
55,Story,"6.8 Evaluate accuracy, diversity, privacy, and speed","As a product owner,
I want reproducible evidence that recommendations are useful, diverse, private and fast,
So that personalization can be released without hidden tracking or misleading quality claims.

**Acceptance Criteria:**

**Given** versioned recommendation evaluation sample
**When** evaluate cold-start and personalized scenarios
**Then** measure precision@5 with reviewer-grounded relevance labels and reach target ≥70% or report gate failure
**And** sample/config/release/profile inputs are versioned
**And** expected relevance is not taken directly from the score implementation.

**Given** result lists from representative contexts
**When** evaluates diversity and duplication
**Then** report category/path diversity, repeated/seen/dismissed rates and candidate coverage
**And** quality is reported with precision to avoid optimizing diversity and losing relevance
**And** candidate shortage is separated from ranking defect.

**Given** reason paths/explanations
**When** validation runs
**Then** any referenced entity/relation/path exists in the pinned release and matches the reason text
**And** fabricated or cross-version reasons make the test fail
**And** sensitive-trait inference is banned/checked.

**Given** Recommendation Service runs in the target environment
**When** the request does not include LLM generation
**Then** p95 ≤2 seconds or report gate failure
**And** latency is separated by candidate sources and ranking
**And** degraded/cold-start fallbacks are measured separately.

**Given** privacy/contract tests
**When** submits a valid profile, is too large, malformed or contains identity fields
**Then** backend validate/reject/fallback correct contract
**And** there is no server-side Public User profile/history persistence
**And** logs/traces do not save entire profiles or forbidden identifiers.

**Given** with release, profile, context and ranking config
**When** runs deterministic replay
**Then** candidate scores/order/reasons are reproducible within the specified tolerance
**And** report records graph/vector/metadata and ranking config versions
**And** regression exceeds the threshold blocking release/promotion.",47,High,"heritagegraph,epic-6,role-ai"
56,Story,0.8 Establish Figma foundations and component library,"As a product designer,
I want reusable Figma foundations and a shared component library,
So that product screens can be designed and implemented with an accessible and consistent visual system.

**Acceptance Criteria:**

**Given** the current UX requirements and heritage visual direction
**When** the designer establishes the Figma foundations
**Then** color, typography, spacing, grid, radius, elevation, icon and motion tokens use semantic names
**And** default states and contrast meet WCAG 2.1 AA
**And** token names map clearly to the frontend theme.

**Given** shared Public Portal and Admin Studio interaction patterns
**When** the designer creates the Figma component library
**Then** buttons, inputs, selects, date fields, uploads, tables, pagination, tabs, modals, drawers, toasts, status badges, navigation and data-display components include the required variants and states
**And** components define auto layout, responsive constraints and interactive states
**And** public storytelling components remain separate from admin dashboard, form and table components.

**Given** the component library is ready for handoff
**When** DES reviews it with FE
**Then** the Figma library, token definitions, component anatomy, variants and usage guidance are named and versioned clearly
**And** applicable component states include default, hover, focus, active, disabled, loading, success and error
**And** FE confirms component feasibility before the story is marked done.",1,Highest,"heritagegraph,epic-0,figma,design-system,role-des"
57,Story,0.9 Design the Admin Console in Figma,"As a product designer,
I want a complete Admin Console, including its Dashboard and Admin Knowledge Studio screens, built from the approved Figma component library,
So that frontend implementation can follow reviewed workflows, UI states and responsive behavior without guessing requirements.

**Acceptance Criteria:**

**Given** the Figma foundations and component library from Story 0.8
**When** the designer starts designing the Admin Console
**Then** the Dashboard and Admin screens use only approved tokens and components or explicitly identify a new component requirement
**And** admin dashboard, form and table patterns remain separate from Public Portal storytelling patterns
**And** deviations from the component library are reviewed before handoff.

**Given** the scope of Epics 1 and 2
**When** the designer completes the Admin Dashboard and connected screens
**Then** designs cover Login and Admin Dashboard, Document wizard/list/detail, Passage workspace, Entity/Alias/Place editor, Claim/Timeline/Relation/Narrative editor, Validation Center, Review and Publish flows
**And** each flow covers appropriate loading, empty, error, success, permission-denied and confirmation states
**And** evidence selection never requires users to enter UUIDs or foreign keys manually.

**Given** Admin users work at multiple screen sizes
**When** responsive behavior is specified
**Then** desktop, tablet and minimum supported viewport layouts have clear hierarchy
**And** keyboard flow, focus order, accessible names and screen-reader notes are documented for complex interactions
**And** cards, tables, editors and workspaces have an intentional overflow or alternative layout strategy.

**Given** an end-to-end Admin workflow
**When** a reviewer runs the Figma prototype
**Then** the prototype represents navigation, create/edit, validation, submit, review and publish transitions with clear start and end points
**And** destructive, blocked, retry and recovery paths are represented
**And** the prototype does not assume data, metrics or API behavior that BE/DATA have not confirmed.

**Given** the Admin Console design is ready for handoff
**When** DES reviews it with FE, BE and DATA
**Then** Figma pages, prototype links, annotations and the acceptance-state inventory are named and versioned clearly
**And** API/data assumptions and unresolved questions are recorded instead of left for FE to infer
**And** FE confirms implementation feasibility before the story is marked done.",1,High,"heritagegraph,epic-0,figma,admin-console,role-des"
